2026-04-21 06:54 | SIGNAL | BTC/USDT LONG | grade=? conf=81.9 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:11 | SIGNAL | PIPPIN/USDT LONG | grade=? conf=87.0 | entry=0.0247-0.0254 sl=0.0229 tp1=0.0316 tp2=0.0322 | rr=3.36 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:11 | SIGNAL | LDO/USDT LONG | grade=? conf=95.0 | entry=0.3725-0.3772 sl=0.3498 tp1=0.3999 tp2=0.4074 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:11 | SIGNAL | 1000SHIB/USDT LONG | grade=? conf=95.0 | entry=0.0060-0.0060 sl=0.0059 tp1=0.0062 tp2=0.0062 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:11 | SIGNAL | GALA/USDT LONG | grade=? conf=95.0 | entry=0.0032-0.0032 sl=0.0031 tp1=0.0033 tp2=0.0033 | rr=1.49 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:12 | SIGNAL | BULLA/USDT SHORT | grade=? conf=63.1 | entry=0.0100-0.0103 sl=0.0116 tp1=0.0087 tp2=0.0083 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:12 | SIGNAL | IRYS/USDT SHORT | grade=? conf=64.7 | entry=0.0326-0.0333 sl=0.0354 tp1=0.0292 tp2=0.0285 | rr=1.85 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.85<2.00)
2026-04-21 07:12 | SIGNAL | 1000BONK/USDT LONG | grade=? conf=95.0 | entry=0.0061-0.0061 sl=0.0060 tp1=0.0063 tp2=0.0063 | rr=1.49 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:12 | SIGNAL | INTC/USDT LONG | grade=? conf=95.0 | entry=66.3263-66.6074 sl=64.8717 tp1=68.2900 tp2=69.5616 | rr=1.94 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:12 | SIGNAL | TON/USDT LONG | grade=? conf=95.0 | entry=1.3740-1.3821 sl=1.3318 tp1=1.4243 tp2=1.4381 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:12 | SIGNAL | XPL/USDT LONG | grade=A+ conf=91.7 | entry=0.1031-0.1043 sl=0.1012 tp1=0.1067 tp2=0.1118 | rr=3.28 | strategy=PriceAction | regime=BULL_TREND | tech=86 vol=41 flow=58 deriv=70 sent=56 corr=60 → APPROVED
2026-04-21 07:12 | SIGNAL | APT/USDT LONG | grade=? conf=95.0 | entry=0.9201-0.9265 sl=0.8999 tp1=0.9504 tp2=0.9663 | rr=1.84 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:12 | SIGNAL | WIF/USDT LONG | grade=? conf=95.0 | entry=0.1983-0.1999 sl=0.1943 tp1=0.2051 tp2=0.2081 | rr=1.89 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:12 | SIGNAL | HBAR/USDT LONG | grade=? conf=95.0 | entry=0.0879-0.0883 sl=0.0831 tp1=0.0931 tp2=0.0946 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:12 | SIGNAL | OP/USDT LONG | grade=? conf=95.0 | entry=0.1224-0.1233 sl=0.1062 tp1=0.1395 tp2=0.1445 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:12 | SIGNAL | SOON/USDT LONG | grade=? conf=95.0 | entry=0.1699-0.1738 sl=0.1622 tp1=0.1815 tp2=0.1941 | rr=2.30 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:12 | SIGNAL | HOOD/USDT LONG | grade=? conf=84.5 | entry=90.4933-90.9348 sl=82.0554 tp1=100.0343 tp2=102.6319 | rr=1.38 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.38<2.00)
2026-04-21 07:13 | SIGNAL | VIRTUAL/USDT LONG | grade=? conf=95.0 | entry=0.6885-0.6938 sl=0.6712 tp1=0.7112 tp2=0.7147 | rr=1.18 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.18<1.50)
2026-04-21 07:13 | SIGNAL | IP/USDT LONG | grade=? conf=93.0 | entry=0.5128-0.5189 sl=0.4995 tp1=0.5322 tp2=0.5430 | rr=1.66 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.66<2.00)
2026-04-21 07:13 | SIGNAL | DASH/USDT LONG | grade=? conf=95.0 | entry=33.4200-33.6882 sl=29.8793 tp1=37.7288 tp2=38.8313 | rr=1.44 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.44<1.50)
2026-04-21 07:13 | SIGNAL | ONDO/USDT LONG | grade=? conf=95.0 | entry=0.2520-0.2536 sl=0.2467 tp1=0.2595 tp2=0.2624 | rr=1.59 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:13 | SIGNAL | WLFI/USDT LONG | grade=? conf=95.0 | entry=0.0784-0.0788 sl=0.0767 tp1=0.0814 tp2=0.0820 | rr=1.78 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:13 | SIGNAL | MOVR/USDT LONG | grade=? conf=87.0 | entry=1.9280-2.0251 sl=1.7385 tp1=2.9130 tp2=3.4047 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:13 | SIGNAL | RENDER/USDT LONG | grade=? conf=87.0 | entry=1.7800-1.7960 sl=1.7352 tp1=1.9110 tp2=1.9268 | rr=2.63 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:13 | SIGNAL | XAUT/USDT LONG | grade=? conf=87.0 | entry=4749.9600-4759.4727 sl=4640.6032 tp1=4868.8296 tp2=4903.0635 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:13 | SIGNAL | BTC/USDT LONG | grade=? conf=99.0 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:13 | SIGNAL | ETH/USDT LONG | grade=? conf=99.0 | entry=2301.6000-2313.3195 sl=2132.0447 tp1=2532.2630 tp2=2584.6155 | rr=1.58 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:13 | SIGNAL | SOL/USDT LONG | grade=? conf=98.0 | entry=85.3333-85.7433 sl=83.4854 tp1=87.5912 tp2=88.2071 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:13 | SIGNAL | XRP/USDT LONG | grade=? conf=95.0 | entry=1.4226-1.4292 sl=1.3917 tp1=1.4601 tp2=1.4704 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:13 | SIGNAL | DOGE/USDT LONG | grade=? conf=95.0 | entry=0.0940-0.0945 sl=0.0920 tp1=0.0965 tp2=0.0975 | rr=1.44 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.44<1.50)
2026-04-21 07:13 | SIGNAL | HYPE/USDT LONG | grade=? conf=95.0 | entry=40.0763-40.3634 sl=36.8996 tp1=44.8704 tp2=45.8643 | rr=1.70 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:13 | SIGNAL | ZEC/USDT LONG | grade=? conf=95.0 | entry=317.3281-320.3939 sl=305.8372 tp1=331.8847 tp2=341.3920 | rr=1.73 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | BASED/USDT SHORT | grade=? conf=56.0 | entry=0.1368-0.1428 sl=0.1698 tp1=0.1098 tp2=0.1008 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:14 | SIGNAL | 1000PEPE/USDT LONG | grade=? conf=95.0 | entry=0.0037-0.0037 sl=0.0036 tp1=0.0038 tp2=0.0039 | rr=1.54 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | BNB/USDT LONG | grade=? conf=89.9 | entry=631.9622-633.9655 sl=617.7727 tp1=648.1550 tp2=652.7123 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:14 | SIGNAL | HIGH/USDT LONG | grade=? conf=95.0 | entry=0.3213-0.3385 sl=0.2686 tp1=0.4067 tp2=0.4711 | rr=2.31 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | ADA/USDT LONG | grade=? conf=95.0 | entry=0.2477-0.2491 sl=0.2425 tp1=0.2544 tp2=0.2562 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:14 | SIGNAL | SUI/USDT LONG | grade=? conf=95.0 | entry=0.9361-0.9419 sl=0.9165 tp1=0.9616 tp2=0.9767 | rr=1.67 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | AVAX/USDT LONG | grade=? conf=95.0 | entry=9.2555-9.3089 sl=8.7883 tp1=10.0336 tp2=10.1811 | rr=1.82 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | TAO/USDT LONG | grade=? conf=99.0 | entry=243.6700-246.0822 sl=236.6378 tp1=261.1300 tp2=263.5768 | rr=2.27 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | RIVER/USDT LONG | grade=? conf=67.8 | entry=5.0438-5.1929 sl=4.2862 tp1=5.9505 tp2=9.1338 | rr=4.83 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=86 vol=49 flow=50 deriv=28 sent=56 corr=60 → REJECTED(AGG_THRESHOLD score=67.8<68)
2026-04-21 07:14 | SIGNAL | GRIFFAIN/USDT SHORT | grade=? conf=71.1 | entry=0.0181-0.0185 sl=0.0191 tp1=0.0171 tp2=0.0169 | rr=1.81 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.81<2.00)
2026-04-21 07:14 | SIGNAL | DOT/USDT LONG | grade=? conf=95.0 | entry=1.2450-1.2532 sl=1.2191 tp1=1.2791 tp2=1.3000 | rr=1.70 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:14 | SIGNAL | NEAR/USDT LONG | grade=? conf=95.0 | entry=1.3650-1.3737 sl=1.3339 tp1=1.4210 tp2=1.4316 | rr=1.76 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:15 | SIGNAL | FIL/USDT LONG | grade=? conf=95.0 | entry=0.9130-0.9191 sl=0.8940 tp1=0.9380 tp2=0.9453 | rr=1.33 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.33<1.50)
2026-04-21 07:15 | SIGNAL | MERL/USDT SHORT | grade=? conf=63.0 | entry=0.0367-0.0377 sl=0.0403 tp1=0.0341 tp2=0.0325 | rr=1.50 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.50<2.00)
2026-04-21 07:15 | SIGNAL | TRUMP/USDT LONG | grade=? conf=92.0 | entry=2.8426-2.8588 sl=2.7823 tp1=2.9191 tp2=2.9396 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:15 | SIGNAL | TRX/USDT LONG | grade=? conf=95.0 | entry=0.3285-0.3292 sl=0.3210 tp1=0.3377 tp2=0.3401 | rr=1.42 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.42<1.50)
2026-04-21 07:15 | SIGNAL | ENJ/USDT LONG | grade=? conf=87.0 | entry=0.0572-0.0589 sl=0.0549 tp1=0.0630 tp2=0.0708 | rr=3.98 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:15 | SIGNAL | FARTCOIN/USDT LONG | grade=? conf=95.0 | entry=0.1995-0.2025 sl=0.1913 tp1=0.2213 tp2=0.2242 | rr=2.39 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:15 | SIGNAL | LTC/USDT LONG | grade=? conf=95.0 | entry=54.9821-55.1859 sl=53.7620 tp1=56.4060 tp2=56.8026 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:15 | SIGNAL | WLD/USDT LONG | grade=? conf=95.0 | entry=0.2624-0.2646 sl=0.2568 tp1=0.2715 tp2=0.2735 | rr=1.51 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:15 | SIGNAL | UNI/USDT LONG | grade=? conf=95.0 | entry=3.3151-3.3358 sl=3.0157 tp1=3.7158 tp2=3.8087 | rr=1.56 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:15 | SIGNAL | BCH/USDT LONG | grade=? conf=95.0 | entry=440.4800-441.9356 sl=430.6188 tp1=451.7968 tp2=454.9735 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:15 | SIGNAL | ARB/USDT LONG | grade=? conf=99.0 | entry=0.1264-0.1274 sl=0.1234 tp1=0.1304 tp2=0.1314 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:16 | SIGNAL | ASTER/USDT LONG | grade=? conf=95.0 | entry=0.6749-0.6778 sl=0.6601 tp1=0.6926 tp2=0.6975 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:16 | SIGNAL | XLM/USDT LONG | grade=? conf=95.0 | entry=0.1716-0.1726 sl=0.1501 tp1=0.1941 tp2=0.2007 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:16 | SIGNAL | ARIA/USDT LONG | grade=? conf=66.1 | entry=0.0883-0.0946 sl=0.0576 tp1=0.1253 tp2=0.2179 | rr=3.74 | strategy=PriceAction | regime=BULL_TREND | tech=92 vol=71 flow=25 deriv=17 sent=56 corr=60 → REJECTED(AGG_THRESHOLD score=66.1<68)
2026-04-21 07:16 | SIGNAL | DEXE/USDT LONG | grade=? conf=67.8 | entry=14.1888-14.4490 sl=13.7632 tp1=14.8745 tp2=17.4916 | rr=5.71 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=89 vol=39 flow=25 deriv=60 sent=56 corr=50 → REJECTED(AGG_THRESHOLD score=67.8<68)
2026-04-21 07:16 | SIGNAL | MON/USDT LONG | grade=? conf=99.0 | entry=0.0293-0.0297 sl=0.0245 tp1=0.0371 tp2=0.0386 | rr=1.81 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:16 | SIGNAL | PIPPIN/USDT LONG | grade=? conf=87.0 | entry=0.0247-0.0254 sl=0.0229 tp1=0.0316 tp2=0.0322 | rr=3.37 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:16 | SIGNAL | LDO/USDT LONG | grade=? conf=95.0 | entry=0.3670-0.3717 sl=0.3509 tp1=0.3878 tp2=0.3911 | rr=1.18 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.18<1.50)
2026-04-21 07:16 | SIGNAL | 1000SHIB/USDT LONG | grade=? conf=95.0 | entry=0.0060-0.0060 sl=0.0059 tp1=0.0062 tp2=0.0062 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:16 | SIGNAL | GALA/USDT LONG | grade=? conf=95.0 | entry=0.0032-0.0032 sl=0.0031 tp1=0.0033 tp2=0.0033 | rr=1.49 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:16 | SIGNAL | PUMP/USDT LONG | grade=A conf=83.2 | entry=0.0018-0.0018 sl=0.0018 tp1=0.0020 tp2=0.0020 | rr=2.71 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=86 vol=58 flow=50 deriv=70 sent=56 corr=60 → APPROVED
2026-04-21 07:16 | SIGNAL | BULLA/USDT SHORT | grade=? conf=63.1 | entry=0.0100-0.0104 sl=0.0116 tp1=0.0088 tp2=0.0083 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:16 | SIGNAL | 1000BONK/USDT LONG | grade=? conf=95.0 | entry=0.0061-0.0061 sl=0.0060 tp1=0.0063 tp2=0.0063 | rr=1.49 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:16 | SIGNAL | INTC/USDT LONG | grade=? conf=95.0 | entry=66.3163-66.5974 sl=64.8619 tp1=68.2900 tp2=69.5640 | rr=1.95 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:16 | SIGNAL | TON/USDT LONG | grade=? conf=95.0 | entry=1.3745-1.3826 sl=1.3317 tp1=1.4254 tp2=1.4394 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:17 | SIGNAL | APT/USDT LONG | grade=? conf=95.0 | entry=0.9201-0.9265 sl=0.8999 tp1=0.9504 tp2=0.9663 | rr=1.84 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | WIF/USDT LONG | grade=? conf=95.0 | entry=0.1983-0.1999 sl=0.1943 tp1=0.2051 tp2=0.2081 | rr=1.89 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | HBAR/USDT LONG | grade=? conf=93.0 | entry=0.0879-0.0883 sl=0.0831 tp1=0.0931 tp2=0.0946 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:17 | SIGNAL | XMR/USDT LONG | grade=? conf=77.6 | entry=355.5650-357.2054 sl=345.5425 tp1=382.2518 tp2=385.5046 | rr=2.69 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | OP/USDT LONG | grade=? conf=92.0 | entry=0.1224-0.1233 sl=0.1062 tp1=0.1395 tp2=0.1445 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:17 | SIGNAL | SOON/USDT LONG | grade=? conf=95.0 | entry=0.1699-0.1738 sl=0.1622 tp1=0.1815 tp2=0.1941 | rr=2.30 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | HOOD/USDT LONG | grade=? conf=75.6 | entry=90.4933-90.9348 sl=82.0554 tp1=100.0343 tp2=102.6319 | rr=1.38 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.38<2.00)
2026-04-21 07:17 | SIGNAL | WLFI/USDT LONG | grade=? conf=95.0 | entry=0.0784-0.0788 sl=0.0767 tp1=0.0814 tp2=0.0820 | rr=1.78 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | IP/USDT LONG | grade=? conf=93.0 | entry=0.5128-0.5189 sl=0.4995 tp1=0.5322 tp2=0.5430 | rr=1.66 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.66<2.00)
2026-04-21 07:17 | SIGNAL | DASH/USDT LONG | grade=? conf=95.0 | entry=34.4106-34.6788 sl=33.5364 tp1=35.8700 tp2=36.1277 | rr=1.57 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:17 | SIGNAL | ONDO/USDT LONG | grade=? conf=95.0 | entry=0.2520-0.2536 sl=0.2467 tp1=0.2595 tp2=0.2624 | rr=1.59 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
